Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Male,Over-time, United-States, >50K
Senior, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,Full-time, United-States, <=50K
Senior, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Over-time, Germany, <=50K
Middle-aged, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,Full-time, Cuba, <=50K
Senior, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,Full-time, United-States, <=50K
Senior, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 11th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Young, Private, 11th, Never-married, Other-service, Own-child, Black, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,Part-time, United-States, <=50K
Young, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, 10th, Never-married, Sales, Own-child, White, Male,Part-time, United-States, <=50K
Senior, State-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,Part-time, United-States, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Sales, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, Mexico, <=50K
Middle-aged, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, Mexico, >50K
Middle-aged, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,Over-time, United-States, <=50K
Young, Private, 10th, Divorced, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Young, Local-gov, 12th, Never-married, Prof-specialty, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,Over-time, United-States, <=50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,Full-time, Japan, <=50K
Young, Private, 11th, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, 10th, Divorced, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, >50K
Middle-aged, Local-gov, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,Full-time, United-States, <=50K
Young, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Sales, Other-relative, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, >50K
Senior, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,Full-time, El-Salvador, <=50K
Young, Private, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, 7th-8th, Divorced, Other-service, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Over-time, United-States, >50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Protective-serv, Other-relative, Black, Male,Full-time, United-States, <=50K
Young, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, Mexico, <=50K
Senior, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, 11th, Never-married, Other-service, Other-relative, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, >50K
Old, Private, Preschool, Widowed, Craft-repair, Unmarried, Black, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, >50K
Young, Federal-gov, HS-grad, Married-AF-spouse, Sales, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,Full-time, United-States, <=50K
Old, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,Full-time, Puerto-Rico, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,Part-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, 10th, Separated, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Local-gov, Masters, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,Full-time, Taiwan, <=50K
Young, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,Full-time, Germany, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, Italy, >50K
Old, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, 11th, Divorced, Other-service, Unmarried, White, Female,Full-time, United-States, <=50K
Old, Private, 9th, Widowed, Priv-house-serv, Not-in-family, Black, Female,Part-time, United-States, <=50K
Middle-aged, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, 12th, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Sales, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Sales, Unmarried, White, Female,Full-time, United-States, <=50K
